bugID,opened_date,release,status,inheritance,overriding,fixed_date,modified_files
7703,19990606220201,1.4R3,VERIFIED,NO,NO,19990607222941,org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/Interpreter.java
11077,19990802093035,1.4R3,RESOLVED,NO,NO,19990804193749,org/mozilla/javascript/FunctionObject.java org/mozilla/javascript/ScriptableObject.java org/mozilla/javascript/resources/Messages.properties src/org/mozilla/javascript/FunctionObject.java src/org/mozilla/javascript/ScriptableObject.java src/org/mozilla/javascript/resources/Messages.properties
13416,19990908211544,1.4R3,RESOLVED,NO,NO,19990920222124,org/mozilla/javascript/TokenStream.java src/org/mozilla/javascript/TokenStream.java
19980,19991123153354,1.4R3,RESOLVED,NO,NO,19991201231258,org/mozilla/javascript/Parser.java src/org/mozilla/javascript/Parser.java
22866,19991231160730,1.4R3,RESOLVED,NO,NO,20000509234449,org/mozilla/javascript/LineBuffer.java src/org/mozilla/javascript/LineBuffer.java
23609,20000110203911,1.4R3,VERIFIED,NO,NO,20000119193245,org/mozilla/javascript/IRFactory.java src/org/mozilla/javascript/IRFactory.java
24023,20000114174035,1.4R3,RESOLVED,NO,NO,20000119225027,org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/Interpreter.java
31316,20000310060203,1.4R3,VERIFIED,NO,NO,20000509234718,org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/regexp/NativeRegExp.java
32174,20000316175721,1.4R3,RESOLVED,NO,NO,20000413175818,org/mozilla/javascript/NativeFunction.java src/org/mozilla/javascript/NativeFunction.java
32937,20000322153308,1.4R3,RESOLVED,NO,NO,20000509234613,org/mozilla/javascript/NativeNumber.java src/org/mozilla/javascript/NativeNumber.java
33239,20000324150212,1.4R3,RESOLVED,NO,NO,20000324230602,org/mozilla/javascript/IRFactory.java src/org/mozilla/javascript/IRFactory.java
33841,20000329220655,1.4R3,RESOLVED,NO,NO,20000412173032,examples/DynamicScopes.java
37317,20000426154312,1.4R3,RESOLVED,NO,NO,20000426233325,org/mozilla/javascript/JavaAdapter.java src/org/mozilla/javascript/JavaAdapter.java
38384,20000506052404,1.4R3,RESOLVED,NO,NO,20000510220315,org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/Interpreter.java
39034,20000512010512,1.4R3,VERIFIED,NO,NO,20000515214800,org/mozilla/javascript/LineBuffer.java src/org/mozilla/javascript/LineBuffer.java
39309,20000515122646,1.4R3,VERIFIED,NO,NO,20000523000624,org/mozilla/javascript/optimizer/Block.java org/mozilla/javascript/optimizer/OptLocalVariable.java org/mozilla/javascript/optimizer/Optimizer.java src/org/mozilla/javascript/optimizer/Block.java src/org/mozilla/javascript/optimizer/OptLocalVariable.java src/org/mozilla/javascript/optimizer/Optimizer.java
39906,20000519153748,1.4R3,VERIFIED,NO,NO,20000528190124,org/mozilla/javascript/NativeJavaObject.java src/org/mozilla/javascript/NativeJavaObject.java
40844,20000527135012,1.4R3,RESOLVED,YES,NO,20000529165713,org/mozilla/javascript/NativeJavaMethod.java src/org/mozilla/javascript/NativeJavaMethod.java
42097,20000609165200,1.4R3,RESOLVED,NO,YES,20000614133944,org/mozilla/javascript/NodeTransformer.java src/org/mozilla/javascript/NodeTransformer.java
48930,20000814101627,1.4R3,RESOLVED,NO,NO,20000822170420,org/mozilla/javascript/NativeJavaObject.java org/mozilla/javascript/NativeJavaPackage.java src/org/mozilla/javascript/NativeJavaObject.java src/org/mozilla/javascript/NativeJavaPackage.java
49286,20000816224127,1.4R3,RESOLVED,NO,NO,20010710173003,src/org/mozilla/javascript/Context.java src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/JavaMembers.java src/org/mozilla/javascript/NativeJavaClass.java src/org/mozilla/javascript/NativeJavaObject.java src/org/mozilla/javascript/Node.java src/org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/optimizer/Codegen.java
49302,20000817031440,1.4R3,VERIFIED,NO,NO,20000817123732,org/mozilla/javascript/Makefile
49325,20000817093005,1.4R3,RESOLVED,NO,NO,20000821155615,org/mozilla/javascript/JavaAdapter.java src/org/mozilla/javascript/JavaAdapter.java
49350,20000817115756,1.4R3,RESOLVED,YES,NO,20000911151200,examples/NervousText.js org/mozilla/javascript/JavaAdapter.java org/mozilla/javascript/ScriptRuntime.java org/mozilla/javascript/ScriptableObject.java src/org/mozilla/javascript/JavaAdapter.java src/org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/ScriptableObject.java
56158,20001011145338,1.5R1,VERIFIED,NO,NO,20001012145919,org/mozilla/javascript/NativeError.java src/org/mozilla/javascript/NativeError.java
56185,20001011165526,1.5R1,RESOLVED,NO,NO,20001012161055,org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/Interpreter.java
57060,20001017140034,1.5R1,RESOLVED,NO,NO,20001030194602,org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/ScriptRuntime.java
57631,20001022235707,1.5R1,VERIFIED,NO,NO,20010118233900,org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/regexp/NativeRegExp.java
58118,20001026143110,1.5R1,RESOLVED,NO,NO,20040330124829,src/org/mozilla/javascript/NativeDate.java
60093,20001114154420,1.5R1,RESOLVED,NO,NO,20001205160432,org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/Interpreter.java
61267,20001127144736,1.5R1,VERIFIED,NO,NO,20001128162324,org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/regexp/NativeRegExp.java
61979,20001205030443,1.5R1,VERIFIED,NO,NO,20001205160620,org/mozilla/javascript/ScriptableObject.java src/org/mozilla/javascript/ScriptableObject.java
64285,20010104063757,1.5R1,VERIFIED,NO,NO,20010118224911 20010122223037,org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/regexp/NativeRegExp.java
64397,20010105075236,1.5R1,VERIFIED,NO,NO,20010105191559,org/mozilla/javascript/optimizer/Codegen.java src/org/mozilla/javascript/optimizer/Codegen.java
67773,20010206015509,1.5R1,VERIFIED,NO,NO,20010306135701,org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/regexp/NativeRegExp.java
72921,20010321175047,1.5R1,VERIFIED,NO,NO,20010322215612,org/mozilla/javascript/NativeGlobal.java src/org/mozilla/javascript/NativeGlobal.java
78156,20010430011706,1.5R1,VERIFIED,NO,NO,20010827180319,src/org/mozilla/javascript/regexp/NativeRegExp.java
78706,20010503054638,1.5R1,VERIFIED,NO,NO,20010516140700,src/org/mozilla/javascript/NativeString.java
80322,20010511120248,1.5R1,VERIFIED,NO,NO,20010517190255,src/org/mozilla/javascript/optimizer/Codegen.java
85721,20010613112338,1.5R1,RESOLVED,YES,NO,20010827180319,src/org/mozilla/javascript/regexp/NativeRegExp.java
85880,20010614044000,1.5R1,VERIFIED,NO,NO,20010614173717,src/org/mozilla/javascript/InterpretedFunction.java src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/NativeCall.java
87231,20010621192122,1.5R1,VERIFIED,NO,NO,20010827180319,src/org/mozilla/javascript/regexp/NativeRegExp.java
91343,20010718134752,1.5R1,VERIFIED,NO,NO,20010827180319,src/org/mozilla/javascript/regexp/NativeRegExp.java
96270,20010821114229,1.5R2,VERIFIED,NO,NO,20030225091743,src/org/mozilla/javascript/ImporterTopLevel.java src/org/mozilla/javascript/NativeJavaPackage.java
99120,20010910130703,1.5R2,VERIFIED,NO,NO,20020131100817,src/org/mozilla/javascript/NativeArray.java
102093,20010927223406,1.5R2,RESOLVED,YES,NO,20030702163154,src/org/mozilla/javascript/NativeCall.java
106386,20011023193910,1.5R2,RESOLVED,YES,NO,20020319042751 20051125081637 20060112063257 20060828201233 20061102202149,Makefile docs/rhino16R1.html docs/rhino16R2.html examples/Control.java examples/Counter.java examples/CounterTest.java examples/DynamicScopes.java examples/File.java examples/Foo.java examples/Makefile examples/Matrix.java examples/RunScript.java examples/RunScript2.java examples/RunScript4.java examples/Shell.java examples/checkParam.js examples/enum.js examples/jsdoc.js examples/liveConnect.js examples/unique.js src/org/mozilla/classfile/ByteCode.java src/org/mozilla/classfile/ClassFileWriter.java src/org/mozilla/javascript/Arguments.java src/org/mozilla/javascript/BaseFunction.java src/org/mozilla/javascript/BinaryDigitReader.java src/org/mozilla/javascript/ClassDefinitionException.java src/org/mozilla/javascript/ClassNameHelper.java src/org/mozilla/javascript/ClassOutput.java src/org/mozilla/javascript/ClassRepository.java src/org/mozilla/javascript/ContextListener.java src/org/mozilla/javascript/DToA.java src/org/mozilla/javascript/DebuggableEngineImpl.java src/org/mozilla/javascript/DefaultErrorReporter.java src/org/mozilla/javascript/EcmaError.java src/org/mozilla/javascript/ErrorReporter.java src/org/mozilla/javascript/EvaluatorException.java src/org/mozilla/javascript/Function.java src/org/mozilla/javascript/FunctionNode.java src/org/mozilla/javascript/FunctionObject.java src/org/mozilla/javascript/IRFactory.java src/org/mozilla/javascript/IdFunction.java src/org/mozilla/javascript/IdFunctionMaster.java src/org/mozilla/javascript/IdScriptable.java src/org/mozilla/javascript/ImporterTopLevel.java src/org/mozilla/javascript/InterpretedFunction.java src/org/mozilla/javascript/InterpretedScript.java src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/InterpreterData.java src/org/mozilla/javascript/InterpreterFrame.java src/org/mozilla/javascript/Invoker.java src/org/mozilla/javascript/JavaAdapter.java src/org/mozilla/javascript/JavaMembers.java src/org/mozilla/javascript/JavaScriptException.java src/org/mozilla/javascript/Label.java src/org/mozilla/javascript/LabelTable.java src/org/mozilla/javascript/LazilyLoadedCtor.java src/org/mozilla/javascript/LineBuffer.java src/org/mozilla/javascript/ListenerArray.java src/org/mozilla/javascript/LocalVariable.java src/org/mozilla/javascript/NativeBoolean.java src/org/mozilla/javascript/NativeCall.java src/org/mozilla/javascript/NativeDate.java src/org/mozilla/javascript/NativeError.java src/org/mozilla/javascript/NativeFunction.java src/org/mozilla/javascript/NativeGlobal.java src/org/mozilla/javascript/NativeJavaArray.java src/org/mozilla/javascript/NativeJavaClass.java src/org/mozilla/javascript/NativeJavaConstructor.java src/org/mozilla/javascript/NativeJavaMethod.java src/org/mozilla/javascript/NativeJavaObject.java src/org/mozilla/javascript/NativeJavaPackage.java src/org/mozilla/javascript/NativeMath.java src/org/mozilla/javascript/NativeNumber.java src/org/mozilla/javascript/NativeObject.java src/org/mozilla/javascript/NativeScript.java src/org/mozilla/javascript/NativeString.java src/org/mozilla/javascript/NativeWith.java src/org/mozilla/javascript/Node.java src/org/mozilla/javascript/NodeTransformer.java src/org/mozilla/javascript/NotAFunctionException.java src/org/mozilla/javascript/Parser.java src/org/mozilla/javascript/PreorderNodeIterator.java src/org/mozilla/javascript/PropertyException.java src/org/mozilla/javascript/RegExpProxy.java src/org/mozilla/javascript/Script.java src/org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/Scriptable.java src/org/mozilla/javascript/ScriptableObject.java src/org/mozilla/javascript/SecuritySupport.java src/org/mozilla/javascript/TokenStream.java src/org/mozilla/javascript/UintMap.java src/org/mozilla/javascript/Undefined.java src/org/mozilla/javascript/VariableTable.java src/org/mozilla/javascript/WrapHandler.java src/org/mozilla/javascript/WrappedException.java src/org/mozilla/javascript/Wrapper.java src/org/mozilla/javascript/debug/DebugFrame.java src/org/mozilla/javascript/debug/DebugReader.java src/org/mozilla/javascript/debug/DebuggableEngine.java src/org/mozilla/javascript/debug/DebuggableScript.java src/org/mozilla/javascript/debug/Debugger.java src/org/mozilla/javascript/optimizer/InvokerImpl.java src/org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/regexp/NativeRegExpCtor.java src/org/mozilla/javascript/regexp/RegExpImpl.java src/org/mozilla/javascript/regexp/SubString.java src/org/mozilla/javascript/resources/Messages.properties src/org/mozilla/javascript/resources/Security.properties src/org/mozilla/javascript/serialize/ScriptableInputStream.java src/org/mozilla/javascript/serialize/ScriptableOutputStream.java toolsrc/org/mozilla/javascript/tools/ToolErrorReporter.java toolsrc/org/mozilla/javascript/tools/debugger/Main.java toolsrc/org/mozilla/javascript/tools/debugger/ScopeProvider.java toolsrc/org/mozilla/javascript/tools/debugger/VariableModel.java toolsrc/org/mozilla/javascript/tools/idswitch/CodePrinter.java toolsrc/org/mozilla/javascript/tools/idswitch/FileBody.java toolsrc/org/mozilla/javascript/tools/idswitch/IdValuePair.java toolsrc/org/mozilla/javascript/tools/idswitch/StringIdMap.java toolsrc/org/mozilla/javascript/tools/idswitch/SwitchGenerator.java toolsrc/org/mozilla/javascript/tools/resources/Messages.properties toolsrc/org/mozilla/javascript/tools/shell/ConsoleTextArea.java toolsrc/org/mozilla/javascript/tools/shell/Environment.java toolsrc/org/mozilla/javascript/tools/shell/Global.java toolsrc/org/mozilla/javascript/tools/shell/JSConsole.java toolsrc/org/mozilla/javascript/tools/shell/Main.java
106831,20011025183002,1.5R2,RESOLVED,NO,NO,20030203011744,docs/tutorial.html
108719,20011106122613,1.5R2,RESOLVED,NO,NO,20030702210744,src/org/mozilla/javascript/FunctionObject.java
114491,20011210144834,1.5R2,VERIFIED,NO,NO,20011212141657,src/org/mozilla/javascript/IRFactory.java src/org/mozilla/javascript/Parser.java
114493,20011210145654,1.5R2,VERIFIED,NO,NO,20011211141613,src/org/mozilla/javascript/Interpreter.java
115717,20011217162019,1.5R2,VERIFIED,NO,NO,20011219153156,src/org/mozilla/javascript/Interpreter.java
118636,20020107140150,1.5R2,VERIFIED,NO,NO,20020109152131,src/org/mozilla/javascript/NativeDate.java
121790,20020125021200,1.5R2,VERIFIED,NO,NO,20020126191506,toolsrc/org/mozilla/javascript/tools/shell/Main.java
122167,20020127194953,1.5R3,VERIFIED,NO,NO,20020622193802,src/org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/regexp/RegExpImpl.java
126722,20020220110325,1.5R3,VERIFIED,NO,NO,20020221155350,src/org/mozilla/javascript/optimizer/Codegen.java
132217,20020319193809,1.5R3,VERIFIED,NO,NO,20020321014453,src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/ScriptRuntime.java
137181,20020412140251,1.5R3,VERIFIED,NO,NO,20020416072840,src/org/mozilla/javascript/Arguments.java
145791,20020520140404,1.5R3,VERIFIED,NO,NO,20020522164628,src/org/mozilla/javascript/BaseFunction.java
149285,20020605071315,1.5R3,VERIFIED,NO,NO,20020606150157,src/org/mozilla/javascript/IRFactory.java
151337,20020612150814,1.5R3,VERIFIED,NO,NO,20020716173746,src/org/mozilla/javascript/LineBuffer.java
153223,20020620155905,1.5R3,VERIFIED,NO,NO,20020621181925,src/org/mozilla/javascript/regexp/NativeRegExp.java
154693,20020627145144,1.5R3,VERIFIED,NO,NO,20021204094906 20021207141527,src/org/mozilla/javascript/InterpretedFunction.java src/org/mozilla/javascript/Interpreter.java
155285,20020701175421,1.5R3,VERIFIED,NO,NO,20020709222849,src/org/mozilla/javascript/NativeArray.java src/org/mozilla/javascript/NativeString.java src/org/mozilla/javascript/regexp/NativeRegExp.java
155289,20020701182223,1.5R3,VERIFIED,NO,NO,20020709222849,src/org/mozilla/javascript/NativeArray.java src/org/mozilla/javascript/NativeString.java src/org/mozilla/javascript/regexp/NativeRegExp.java
155291,20020701183047,1.5R3,VERIFIED,NO,NO,20020709222849,src/org/mozilla/javascript/NativeArray.java src/org/mozilla/javascript/NativeString.java src/org/mozilla/javascript/regexp/NativeRegExp.java
157196,20020712132037,1.5R3,VERIFIED,NO,NO,20020716211551,src/org/mozilla/javascript/ScriptableObject.java
158159,20020718115332,1.5R3,VERIFIED,NO,NO,20020723213803,src/org/mozilla/javascript/regexp/NativeRegExp.java
173180,20021007175739,1.5R3,VERIFIED,NO,NO,20021022212244,src/org/mozilla/javascript/NativeGlobal.java
173906,20021011022032,1.5R3,VERIFIED,NO,NO,20021024100536,src/org/mozilla/javascript/optimizer/Codegen.java
179068,20021108055737,1.5R3,VERIFIED,YES,NO,20021112092441,src/org/mozilla/javascript/NativeFunction.java src/org/mozilla/javascript/Parser.java
179366,20021110094759,1.5R3,VERIFIED,NO,NO,20021112092009,src/org/mozilla/javascript/TokenStream.java
181834,20021125021953,1.5R3,VERIFIED,NO,NO,20021214185627,src/org/mozilla/javascript/Interpreter.java
182028,20021126092518,1.5R3,VERIFIED,NO,NO,20021203123855,src/org/mozilla/javascript/ScriptableObject.java
184107,20021207124239,1.5R3,VERIFIED,NO,NO,20021223150153,src/org/mozilla/javascript/ScriptRuntime.java
184111,20021207130212,1.5R3,VERIFIED,NO,NO,20021208210645,toolsrc/org/mozilla/javascript/tools/debugger/Main.java
185165,20021213021322,1.5R3,VERIFIED,NO,NO,20021213115654,src/org/mozilla/javascript/ScriptRuntime.java
188206,20030108101126,1.5R3,VERIFIED,NO,NO,20030122185541,src/org/mozilla/javascript/regexp/NativeRegExp.java
189183,20030115043933,1.5R3,VERIFIED,NO,NO,20030120150945,toolsrc/org/mozilla/javascript/tools/debugger/Main.java
189898,20030121045125,1.5R3,VERIFIED,NO,NO,20030122185541,src/org/mozilla/javascript/regexp/NativeRegExp.java
190685,20030126072232,1.5R3,RESOLVED,NO,NO,20030127211315,src/org/mozilla/javascript/regexp/NativeRegExp.java
190841,20030127130918,1.5R3,RESOLVED,NO,NO,20080213163854 20080213164405,src/org/mozilla/javascript/JavaAdapter.java src/org/mozilla/javascript/PolicySecurityController.java src/org/mozilla/javascript/SecurityController.java toolsrc/org/mozilla/javascript/tools/shell/JavaPolicySecurity.java
191276,20030130021330,1.5R3,VERIFIED,NO,NO,20030214235634,src/org/mozilla/javascript/optimizer/Optimizer.java
191633,20030202082409,1.5R3,VERIFIED,NO,NO,20030214201907 20030214202046,src/org/mozilla/javascript/TokenStream.java
191668,20030202141538,1.5R3,VERIFIED,NO,NO,20030214170915,src/org/mozilla/javascript/Context.java src/org/mozilla/javascript/TokenStream.java src/org/mozilla/javascript/resources/Messages.properties
192105,20030206024318,1.5R3,VERIFIED,NO,NO,20030214223849,src/org/mozilla/javascript/optimizer/Codegen.java
192226,20030207021549,1.5R3,VERIFIED,NO,NO,20030214165540,src/org/mozilla/javascript/optimizer/Codegen.java
192288,20030207114754,1.5R3,VERIFIED,NO,NO,20030214235332,src/org/mozilla/javascript/optimizer/Codegen.java
193418,20030214161753,1.5R4,VERIFIED,NO,NO,20030215103331,src/org/mozilla/javascript/optimizer/Optimizer.java
193700,20030217072334,1.5R4,VERIFIED,NO,NO,20030219085140,src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/NativeGlobal.java src/org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/resources/Messages.properties
194364,20030221045352,1.5R4,VERIFIED,YES,NO,20030225091508,src/org/mozilla/javascript/IRFactory.java src/org/mozilla/javascript/Parser.java
196017,20030305023159,1.5R4,VERIFIED,NO,NO,20030306092900,src/org/mozilla/javascript/DefiningClassLoader.java
197682,20030316051011,1.5R4,VERIFIED,NO,NO,20030316135341,src/org/mozilla/javascript/optimizer/Codegen.java src/org/mozilla/javascript/optimizer/OptFunctionNode.java src/org/mozilla/javascript/optimizer/OptTransformer.java
198086,20030318133354,1.5R4,VERIFIED,YES,NO,20030828124009 20030829104217 20030830120219 20030905211758,src/org/mozilla/javascript/InterpretedFunction.java src/org/mozilla/javascript/InterpretedScript.java src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/InterpreterData.java src/org/mozilla/javascript/NativeFunction.java src/org/mozilla/javascript/NativeScript.java src/org/mozilla/javascript/optimizer/Codegen.java src/org/mozilla/javascript/optimizer/OptClassNameHelper.java src/org/mozilla/javascript/optimizer/OptFunctionNode.java
198208,20030319052848,1.5R4,VERIFIED,NO,NO,20030401113904 20030401145227,src/org/mozilla/javascript/ClassNameHelper.java src/org/mozilla/javascript/Context.java src/org/mozilla/javascript/optimizer/OptClassNameHelper.java
199051,20030324153513,1.5R4,VERIFIED,NO,NO,20030331131802,src/org/mozilla/javascript/FunctionObject.java src/org/mozilla/javascript/optimizer/InvokerImpl.java
200551,20030403141053,1.5R4,VERIFIED,YES,NO,20030415074816,src/org/mozilla/javascript/Context.java src/org/mozilla/javascript/DefiningClassLoader.java src/org/mozilla/javascript/JavaAdapter.java src/org/mozilla/javascript/NativeJavaPackage.java src/org/mozilla/javascript/optimizer/InvokerImpl.java
201326,20030409045429,1.5R4,VERIFIED,NO,NO,20030412104838,src/org/mozilla/javascript/NativeDate.java src/org/mozilla/javascript/NativeJavaObject.java src/org/mozilla/javascript/ScriptRuntime.java
201893,20030413152457,1.5R4,RESOLVED,NO,NO,20030715204728,src/org/mozilla/javascript/JavaMembers.java src/org/mozilla/javascript/NativeJavaClass.java src/org/mozilla/javascript/NativeJavaConstructor.java src/org/mozilla/javascript/NativeJavaMethod.java src/org/mozilla/javascript/NativeJavaObject.java
201896,20030413161212,1.5R4,VERIFIED,YES,YES,20030506185922,src/org/mozilla/javascript/ImporterTopLevel.java src/org/mozilla/javascript/NativeJavaPackage.java
201987,20030414105625,1.5R4,VERIFIED,NO,NO,20030415073314,src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/optimizer/Codegen.java
201989,20030414110347,1.5R4,VERIFIED,NO,NO,20030415074330,src/org/mozilla/javascript/IdFunction.java src/org/mozilla/javascript/NativeGlobal.java
202255,20030416064533,1.5R4,VERIFIED,NO,NO,20030421235324,src/org/mozilla/javascript/ScriptableObject.java
202344,20030416175233,1.5R4,VERIFIED,NO,NO,20030421145922 20030421194345,toolsrc/org/mozilla/javascript/tools/debugger/Main.java
202872,20030422044408,1.5R4.1,VERIFIED,NO,NO,20030424120820,src/org/mozilla/javascript/FunctionObject.java src/org/mozilla/javascript/LazilyLoadedCtor.java src/org/mozilla/javascript/NativeJavaPackage.java src/org/mozilla/javascript/ScriptableObject.java src/org/mozilla/javascript/resources/Messages.properties
203013,20030423015402,1.5R4.1,RESOLVED,NO,NO,20030424121525 20030516142550,src/org/mozilla/javascript/IdScriptable.java src/org/mozilla/javascript/ImporterTopLevel.java src/org/mozilla/javascript/NativeArray.java src/org/mozilla/javascript/NativeMath.java src/org/mozilla/javascript/ScriptableObject.java src/org/mozilla/javascript/regexp/NativeRegExp.java src/org/mozilla/javascript/resources/Messages.properties toolsrc/org/mozilla/javascript/tools/shell/Global.java toolsrc/org/mozilla/javascript/tools/shell/Main.java
203402,20030425153433,1.5R4.1,VERIFIED,NO,NO,20030428095056,src/org/mozilla/javascript/optimizer/Codegen.java
203752,20030428233913,1.5R4.1,VERIFIED,NO,NO,20030429135422 20030506165638,src/org/mozilla/javascript/JavaScriptException.java src/org/mozilla/javascript/NativeGlobal.java
203841,20030429134736,1.5R4.1,VERIFIED,NO,NO,20030501100723,src/org/mozilla/javascript/optimizer/Codegen.java
203909,20030430041422,1.5R4.1,VERIFIED,NO,YES,20030501102258,src/org/mozilla/javascript/BaseFunction.java src/org/mozilla/javascript/FunctionObject.java src/org/mozilla/javascript/IdFunction.java
204210,20030502110129,1.5R4.1,VERIFIED,NO,NO,20030506185233,src/org/mozilla/javascript/IdFunction.java src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/NativeGlobal.java src/org/mozilla/javascript/NativeWith.java src/org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/optimizer/Codegen.java src/org/mozilla/javascript/optimizer/OptRuntime.java
204513,20030505134303,1.5R4.1,VERIFIED,NO,NO,20030506152936,src/org/mozilla/javascript/NativeJavaObject.java src/org/mozilla/javascript/ScriptRuntime.java
204576,20030506012726,1.5R4.1,VERIFIED,YES,YES,20030506105123,src/org/mozilla/javascript/NativeJavaClass.java src/org/mozilla/javascript/NativeJavaMethod.java src/org/mozilla/javascript/NativeJavaObject.java
205297,20030512014047,1.5R4.1,VERIFIED,NO,NO,20030512165441,src/org/mozilla/javascript/ScriptableObject.java
205661,20030514074441,1.5R4.1,VERIFIED,NO,NO,20030515072946,src/org/mozilla/javascript/ScriptableObject.java
207968,20030602070901,1.5R4.1,VERIFIED,NO,NO,20030611073322,src/org/mozilla/javascript/WrappedException.java
207999,20030602111900,1.5R4.1,VERIFIED,NO,NO,20030611073611,src/org/mozilla/javascript/EcmaError.java src/org/mozilla/javascript/NativeError.java
208293,20030604100157,1.5R4.1,VERIFIED,NO,NO,20030611132723,src/org/mozilla/javascript/Context.java
210605,20030625030634,1.5R4.1,VERIFIED,NO,NO,20030702163541 20030702163729 20040129170431,src/org/mozilla/javascript/Context.java src/org/mozilla/javascript/Delegator.java src/org/mozilla/javascript/FunctionObject.java src/org/mozilla/javascript/Interpreter.java src/org/mozilla/javascript/JavaAdapter.java src/org/mozilla/javascript/JavaMembers.java src/org/mozilla/javascript/JavaScriptException.java src/org/mozilla/javascript/LazilyLoadedCtor.java src/org/mozilla/javascript/NativeFunction.java src/org/mozilla/javascript/NativeJavaClass.java src/org/mozilla/javascript/NativeJavaMethod.java src/org/mozilla/javascript/ScriptRuntime.java src/org/mozilla/javascript/ScriptableObject.java src/org/mozilla/javascript/WrappedException.java src/org/mozilla/javascript/optimizer/Codegen.java toolsrc/org/mozilla/javascript/tools/debugger/Main.java
